Timestamp,Interface,Protocol,Direction,Message Name,Additional Info
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information DL,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR UL Physical Throughput Information PCell,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information UL,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR UL RLC Throughput Information,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR ENDC TxPwr,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR AFCSNR P,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR SSB and TRS SNR information for pcell,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP DL Statistics,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP UL Statistics,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC DL Statistics,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC UL Statistics,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR Uplink stats,
6/5/2023 9:00:23.000 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration Info for pcell,
6/5/2023 9:00:23.000 PM,N/A,N/A,N/A,Technology Decision,
6/5/2023 9:00:23.286 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:23.575 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:23.852 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
"6/5/2023 9:00:24.000 PM,N/A,GPS,N/A,GPS,""Long: -84.138771, Lat: 33.888599; Heading: 137.5224; Speed: 0; Satellites: N/A; BarometricAltitude: N/A;"""
6/5/2023 9:00:24.000 PM,N/A,N/A,N/A,RTPA (RTP Audio),
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR Searcher Measurement Result,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR BRS Measurement Result for PCell SSB,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR Tx Power Control Information for PCell,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR Channel State Factor PCell,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR PDSCH Information for PCell,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR PUSCH Information for PCell,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR DCI Count Information for PCell,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR Physical & Mac Layer Throughput Information PCell,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR DL RLC Throughput Information,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information DL,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR UL Physical Throughput Information PCell,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information UL,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR UL RLC Throughput Information,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR ENDC TxPwr,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR AFCSNR P,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR SSB and TRS SNR information for pcell,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP DL Statistics,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP UL Statistics,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC DL Statistics,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC UL Statistics,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR Uplink stats,
6/5/2023 9:00:24.000 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration Info for pcell,
6/5/2023 9:00:24.000 PM,N/A,N/A,N/A,Technology Decision,
6/5/2023 9:00:24.178 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:24.466 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:24.500 PM,N/A,N/A,N/A,CM State,
6/5/2023 9:00:24.763 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:24.999 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
"6/5/2023 9:00:25.000 PM,N/A,GPS,N/A,GPS,""Long: -84.138740, Lat: 33.888569; Heading: 140.3031; Speed: 37; Satellites: N/A; BarometricAltitude: N/A;"""
6/5/2023 9:00:25.000 PM,N/A,N/A,N/A,RTPA (RTP Audio),
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR Searcher Measurement Result,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR BRS Measurement Result for PCell SSB,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR Tx Power Control Information for PCell,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR Channel State Factor PCell,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR PDSCH Information for PCell,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR PUSCH Information for PCell,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR DCI Count Information for PCell,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR Physical & Mac Layer Throughput Information PCell,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR DL RLC Throughput Information,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information DL,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR UL Physical Throughput Information PCell,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information UL,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR UL RLC Throughput Information,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR ENDC TxPwr,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR AFCSNR P,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR SSB and TRS SNR information for pcell,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP DL Statistics,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP UL Statistics,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC DL Statistics,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC UL Statistics,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR Uplink stats,
6/5/2023 9:00:25.000 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration Info for pcell,
6/5/2023 9:00:25.000 PM,N/A,N/A,N/A,Technology Decision,
6/5/2023 9:00:25.087 PM,N/A,N/A,N/A,CM State,
6/5/2023 9:00:25.283 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:25.531 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:25.909 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
"6/5/2023 9:00:26.000 PM,N/A,GPS,N/A,GPS,""Long: -84.138657, Lat: 33.888512; Heading: 129.3956; Speed: 37; Satellites: N/A; BarometricAltitude: N/A;"""
6/5/2023 9:00:26.000 PM,N/A,N/A,N/A,RTPA (RTP Audio),
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR Searcher Measurement Result,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR BRS Measurement Result for PCell SSB,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR Tx Power Control Information for PCell,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR Channel State Factor PCell,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR PDSCH Information for PCell,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR PUSCH Information for PCell,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR DCI Count Information for PCell,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR Physical & Mac Layer Throughput Information PCell,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR DL RLC Throughput Information,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information DL,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR UL Physical Throughput Information PCell,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information UL,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR UL RLC Throughput Information,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR ENDC TxPwr,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR AFCSNR P,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR SSB and TRS SNR information for pcell,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP DL Statistics,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP UL Statistics,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC DL Statistics,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC UL Statistics,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR Uplink stats,
6/5/2023 9:00:26.000 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration Info for pcell,
6/5/2023 9:00:26.000 PM,N/A,N/A,N/A,Technology Decision,
6/5/2023 9:00:26.059 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:26.416 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:26.492 PM,N/A,N/A,N/A,CM State,
6/5/2023 9:00:26.697 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:26.929 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
"6/5/2023 9:00:27.000 PM,N/A,GPS,N/A,GPS,""Long: -84.138580, Lat: 33.888451; Heading: 133.9225; Speed: 35; Satellites: N/A; BarometricAltitude: N/A;"""
6/5/2023 9:00:27.000 PM,N/A,N/A,N/A,RTPA (RTP Audio),
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR Searcher Measurement Result,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR BRS Measurement Result for PCell SSB,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR Tx Power Control Information for PCell,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR Channel State Factor PCell,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR PDSCH Information for PCell,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR PUSCH Information for PCell,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR DCI Count Information for PCell,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR Physical & Mac Layer Throughput Information PCell,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR DL RLC Throughput Information,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information DL,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR UL Physical Throughput Information PCell,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information UL,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR UL RLC Throughput Information,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR ENDC TxPwr,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR AFCSNR P,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR SSB and TRS SNR information for pcell,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP DL Statistics,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP UL Statistics,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC DL Statistics,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC UL Statistics,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR Uplink stats,
6/5/2023 9:00:27.000 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration Info for pcell,
6/5/2023 9:00:27.000 PM,N/A,N/A,N/A,Technology Decision,
6/5/2023 9:00:27.212 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:27.498 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:27.835 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
"6/5/2023 9:00:28.000 PM,N/A,GPS,N/A,GPS,""Long: -84.138489, Lat: 33.888401; Heading: 123.1161; Speed: 36; Satellites: N/A; BarometricAltitude: N/A;"""
6/5/2023 9:00:28.000 PM,N/A,N/A,N/A,RTPA (RTP Audio),
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR Searcher Measurement Result,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR BRS Measurement Result for PCell SSB,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR Tx Power Control Information for PCell,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR Channel State Factor PCell,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR PDSCH Information for PCell,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR PUSCH Information for PCell,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR DCI Count Information for PCell,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR Physical & Mac Layer Throughput Information PCell,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR DL RLC Throughput Information,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information DL,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR UL Physical Throughput Information PCell,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information UL,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR UL RLC Throughput Information,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR ENDC TxPwr,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR AFCSNR P,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR SSB and TRS SNR information for pcell,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP DL Statistics,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP UL Statistics,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC DL Statistics,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC UL Statistics,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR Uplink stats,
6/5/2023 9:00:28.000 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration Info for pcell,
6/5/2023 9:00:28.000 PM,N/A,N/A,N/A,Technology Decision,
6/5/2023 9:00:28.176 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:28.374 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:28.666 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:28.967 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:28.981 PM,N/A,N/A,N/A,CM State,
"6/5/2023 9:00:29.000 PM,N/A,GPS,N/A,GPS,""Long: -84.138397, Lat: 33.888340; Heading: 128.8134; Speed: 36; Satellites: N/A; BarometricAltitude: N/A;"""
6/5/2023 9:00:29.000 PM,N/A,N/A,N/A,RTPA (RTP Audio),
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR Searcher Measurement Result,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR BRS Measurement Result for PCell SSB,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR Tx Power Control Information for PCell,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR Channel State Factor PCell,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR PDSCH Information for PCell,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR PUSCH Information for PCell,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR DCI Count Information for PCell,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR Physical & Mac Layer Throughput Information PCell,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR DL RLC Throughput Information,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information DL,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR UL Physical Throughput Information PCell,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information UL,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR UL RLC Throughput Information,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR ENDC TxPwr,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR AFCSNR P,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR SSB and TRS SNR information for pcell,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP DL Statistics,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP UL Statistics,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC DL Statistics,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC UL Statistics,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR Uplink stats,
6/5/2023 9:00:29.000 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration Info for pcell,
6/5/2023 9:00:29.000 PM,N/A,N/A,N/A,Technology Decision,
6/5/2023 9:00:29.289 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:29.533 PM,N/A,N/A,N/A,CM State,
6/5/2023 9:00:29.583 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:29.870 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
"6/5/2023 9:00:30.000 PM,N/A,GPS,N/A,GPS,""Long: -84.138313, Lat: 33.888290; Heading: 125.37; Speed: 36; Satellites: N/A; BarometricAltitude: N/A;"""
6/5/2023 9:00:30.000 PM,N/A,N/A,N/A,RTPA (RTP Audio),
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR Searcher Measurement Result,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR BRS Measurement Result for PCell SSB,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR Tx Power Control Information for PCell,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR Channel State Factor PCell,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR PDSCH Information for PCell,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR PUSCH Information for PCell,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR DCI Count Information for PCell,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR Physical & Mac Layer Throughput Information PCell,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR DL RLC Throughput Information,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information DL,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR UL Physical Throughput Information PCell,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information UL,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR UL RLC Throughput Information,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR ENDC TxPwr,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR AFCSNR P,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR SSB and TRS SNR information for pcell,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP DL Statistics,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP UL Statistics,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC DL Statistics,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC UL Statistics,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR Uplink stats,
6/5/2023 9:00:30.000 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration Info for pcell,
6/5/2023 9:00:30.000 PM,N/A,N/A,N/A,Technology Decision,
6/5/2023 9:00:30.201 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:30.387 PM,NR-Uu,NR-RRC,UE → gNB,NR5G Measurement Report,
6/5/2023 9:00:30.483 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:30.504 PM,N/A,N/A,N/A,CM State,
6/5/2023 9:00:30.568 PM,NR-Uu,NR-RRC,UE → gNB,NR5G Measurement Report,
6/5/2023 9:00:30.806 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:30.806 PM,NR-Uu,NR-RRC,UE → gNB,NR5G Measurement Report,
"6/5/2023 9:00:31.000 PM,N/A,GPS,N/A,GPS,""Long: -84.138222, Lat: 33.888241; Heading: 123.1447; Speed: 36; Satellites: N/A; BarometricAltitude: N/A;"""
6/5/2023 9:00:31.000 PM,N/A,N/A,N/A,RTPA (RTP Audio),
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR Searcher Measurement Result,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR BRS Measurement Result for PCell SSB,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR Tx Power Control Information for PCell,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR Channel State Factor PCell,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR PDSCH Information for PCell,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR PUSCH Information for PCell,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR DCI Count Information for PCell,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR Physical & Mac Layer Throughput Information PCell,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR DL RLC Throughput Information,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information DL,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR UL Physical Throughput Information PCell,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP Throughput Information UL,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR UL RLC Throughput Information,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR ENDC TxPwr,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR AFCSNR P,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR SSB and TRS SNR information for pcell,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP DL Statistics,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR PDCP UL Statistics,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC DL Statistics,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR RLC UL Statistics,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR Uplink stats,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration Info for pcell,
6/5/2023 9:00:31.000 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration Info for Scell 2,
6/5/2023 9:00:31.000 PM,N/A,N/A,N/A,Technology Decision,
6/5/2023 9:00:31.089 PM,NR-Uu,NR-RRC,UE → gNB,NR5G Measurement Report,
6/5/2023 9:00:31.089 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:31.330 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:31.499 PM,N/A,N/A,N/A,CM State,
6/5/2023 9:00:31.726 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:31.899 PM,NR-Uu,NR-RRC,UE → gNB,NR5G Measurement Report,
6/5/2023 9:00:31.966 PM,NR-Uu,NR-RRC,gNB → UE,NR5G RRC Reconfiguration,
6/5/2023 9:00:31.967 PM,N/A,NR5G L1,N/A,QC5GNR MAC CDRX Config,
6/5/2023 9:00:31.967 PM,N/A,NR5G L1,N/A,QC5GNR RRC Configuration State,
6/5/2023 9:00:31.967 PM,NR-Uu,NR-RRC,UE → gNB,NR5G RRC Reconfiguration Complete,
"6/5/2023 9:00:32.000 PM,N/A,GPS,N/A,GPS,""Long: -84.138130, Lat: 33.888199; Heading: 118.9138; Speed: 35; Satellites: N/A; BarometricAltitude: N/A;"""
6/5/2023 9:00:32.000 PM,N/A,N/A,N/A,RTPA (RTP Audio),
6/5/2023 9:00:32.000 PM,N/A,NR5G L1,N/A,QC5GNR Searcher Measurement Result,
6/5/2023 9:00:32.000 PM,N/A,NR5G L1,N/A,QC5GNR BRS Measurement Result for PCell SSB,
6/5/2023 9:00:32.000 PM,N/A,NR5G L1,N/A,QC5GNR Tx Power Control Information for PCell,
6/5/2023 9:00:32.000 PM,N/A,NR5G L1,N/A,QC5GNR Channel State Factor PCell,
